Customer Account # / Cliente,Average of Kg Surtigo
11743732,16.32
11743822,7.20
11743898,35.09
11743981,3.07
11744122,11.10
11744254,30.86
11744255,35.81
11744258,1.81
11744260,6.43
11744309,7.20
11744315,15.86
11744316,28.73
11744339,14.85
11744380,13.99
11744600,3.33
11744632,5.44
11744634,26.25
11744641,7.03
11744643,16.87
11744649,26.17
11744705,4.97
11744766,38.10
11744768,26.49
11744880,72.75
11744943,4.63
11744944,2.87
11744945,9.80
11744946,7.35
11744947,4.81
11744950,1.03
11745020,4.48
11745021,3.17
11745074,18.20
11745240,26.43
11745243,2.82
11745357,72.53
11745455,10.51
11745502,10.57
11745504,3.93
11745535,8.22
11745608,12.55
11745609,14.13
11745631,11.24
11745818,2.72
11745859,12.67
11745900,10.98
11745901,79.59
11745905,17.62
11745973,18.26
11745974,75.63
11745978,12.47
11745979,28.95
11745983,25.00
11746038,70.84
11746042,121.99
11746043,38.49
11746130,68.08
11746132,571.07
11746133,36.94
11746134,14.40
11746136,17.74
11746138,9.00
11746200,3.00
11746267,5.33
11746270,9.67
11746271,10.92
11746321,10.63
11746322,5.90
11746326,5.48
11746333,36.50
11746336,7.70
11746337,22.26
11746344,280.15
11746416,1.49
11746420,8.24
11746423,4.34
11746513,12.66
11746514,9.11
11746515,2.00
11746563,3.47
11746564,30.00
11746588,4.15
11746600,11.94
11746602,7.94
11746605,19.99
11746678,24.04
11746679,26.36
11746811,200.00
11746817,21.57
11746851,13.75
11746853,9.88
11746856,34.71
11746860,11.06
11746919,11.19
11746946,64.78
11746954,9.99
11746957,108.83
11746965,13.16
11747016,8.70
11747021,7.16
11747022,8.76
11747023,17.89
11747025,7.17
11747105,5.19
11747111,4.00
11747237,26.00
11747238,5.75
11747239,4.93
11747240,5.54
11747243,11.70
11747244,66.90
11747285,8.62
11747352,2.04
11747353,20.78
11747355,7.75
11747412,12.58
11747413,2.50
11747414,33.25
11747415,10.26
11747419,33.64
11747420,108.03
11747421,68.92
11747424,7.52
11747501,29.32
11747502,21.55
11747700,5.92
11747701,14.13
11747705,44.70
11747712,10.57
11747766,9.17
11747769,10.01
11747826,78.73
11747884,12.46
11747932,13.61
11747933,7.95
11747934,3.90
11747936,5.00
11748066,1800.00
11748067,7.11
11748068,5.00
11748071,10.10
11748125,8.48
11748175,4.84
11748181,282.28
11748182,3.49
11748193,11.11
11748194,11.88
11748266,7.34
11748267,3.04
11748274,8.08
11748304,4.73
11748351,3.67
11748352,5.33
11748353,7.44
11748354,4.57
11748442,6.30
11748443,5.69
11748445,9.22
11748446,141.75
11748448,10.10
11748531,26.33
11748532,4.81
11748533,10.59
11748536,7.00
11748539,65.86
11748606,3.48
11748607,22.97
11748608,4.83
11748609,5.10
11748610,3.53
11748611,13.88
11748612,30.57
11748691,15.00
11748692,4.10
11748693,12.24
11748694,10.03
11748695,12.83
11748772,23.20
11748773,3.50
11748775,5.28
11748776,7000.71
11748873,3.19
11748882,30.05
11748884,2.88
11748888,13.92
11748900,16.85
11748932,6.00
11748934,6.00
11748937,2.60
11748939,5.25
11748980,15.51
11748984,11.33
11749038,42.19
11749054,17.94
11749055,13.61
11749056,14.41
11749057,13.30
11749059,13.17
11749060,16.04
11749061,10.00
11749131,27.74
11749134,4.26
11749135,20.96
11749137,7.02
11749140,71.93
11749225,7.04
11749227,31.80
11749228,20.03
11749341,7.51
11749342,5.28
11749343,10.71
11749345,9.00
11749347,46.01
11749349,54.35
11749395,35.79
11749456,8.47
11749457,5.78
11749517,10.77
11749518,26.36
11749519,14.72
11749520,3.14
11749521,6.00
11749591,31.89
11749592,37.00
11749594,15.66
11749607,3.40
11749652,25.51
11749656,13.57
11749657,15.00
11749662,9.00
11749663,8.15
11749675,5.00
11749721,11.10
11749722,10.06
11749834,98.02
11749835,3.38
11749837,10.16
11749838,7.40
11749840,9.39
11749908,33.20
11749912,6.69
11749913,13.10
11749914,5.70
11749916,39.23
11749917,15.00
11750091,11.00
11750094,32.06
11750095,48.85
11750117,7.06
11750118,40.30
11750120,10.81
11750129,3.82
11750187,39.65
11750189,5.10
11750193,3.88
11750196,27.18
11750207,2.50
11750208,1.91
11750210,29.68
11750280,2.48
11750284,9.28
11750287,9.55
11750292,10.00
11750293,14.17
11750350,36.93
11750352,13.45
11750355,1.20
11750452,27.84
11750454,13.72
11750512,6.98
11750513,10.57
11750514,3.04
11750515,7.42
11750516,3.60
11750517,8.44
11750518,26.76
11750519,4.59
11750615,16.74
11750665,1.20
11750666,20.00
11750667,9.05
11750668,53.59
11750732,2.81
11750733,7.53
11750734,2.32
11750735,4.63
11750736,12.80
11750738,8.49
11750740,24.00
11750794,5.89
11750795,16.30
11750797,2.92
11750798,4.00
11750799,11.10
11750800,4.97
11750802,5.39
11750858,19.68
11750861,2.86
11750862,3.37
11750863,5.25
11750971,6.28
11750975,6.97
11751031,4.00
11751032,1.17
11751034,1.55
11751111,24.01
11751115,2.97
11751117,4.60
11751127,16.39
11751129,13.42
11751176,21.30
11751178,8.29
11751256,5.00
11751258,3.98
11751259,7.91
11751260,7.97
11751296,5.67
11751342,6.40
11751358,1.00
11751449,4.20
11751450,59.70
11751527,8.80
11751528,5.09
11751610,3.92
11751611,2.95
11751612,6.50
11751613,10.07
11751614,18.50
11751615,17.52
11751616,3.88
11751617,4.09
11751618,46.50
11751619,10.71
11751658,7.44
11751685,10.19
11751745,16.53
11751746,7.68
11751748,8.35
11751755,4.39
11751804,17.19
11751810,9.63
11751813,2.50
11751820,375.82
11751898,3.37
11751915,377.70
11752013,4.72
11752014,11.95
11752015,2.43
11752016,34.00
11752019,27.20
11752063,3.00
11752064,10.45
11752066,6.50
11752067,8.21
11752069,2.56
11752074,9.89
11752124,3.93
11752126,15.33
11752127,3.60
11752196,52.27
11752197,9.90
11752198,11.49
11752199,8.00
11752200,3.00
11752202,55.65
11752203,7.75
11752262,15.50
11752263,5.45
11752264,136.52
11752265,23.93
11752266,13.48
11752267,4.20
11752272,30.00
11752372,1.67
11752393,30.00
11752395,87.24
11752396,2.93
11752441,1.72
11752442,2.80
11752445,14.35
11752446,70.50
11752449,132.53
11752461,1.36
11752500,22.80
11752502,11.72
11752506,56.08
11752509,2.00
11752510,22.65
11752571,4.59
11752573,12.75
11752574,7.23
11752576,85.00
11752581,83.33
11752605,6.26
11752609,3.45
11752685,7.62
11752687,12.50
11752692,15.59
11752702,16.66
11752703,3.00
11752746,3.00
11752781,33.00
11752840,3.03
11752841,4.53
11752873,3.25
11752874,8.40
11752886,7.65
11752887,5.80
11752977,24.37
11752978,2.90
11752980,10.89
11752983,21.36
11753016,12.00
11753020,16.42
11753023,17.00
11753074,5.61
11753075,583.20
11753076,6.50
11753079,7.05
11753138,8.00
11753172,20.48
11753178,2.80
11753191,9.94
11753274,20.00
11753275,3.40
11753276,6.40
11753329,218.34
11753330,6.96
11753407,11.45
11753408,1.44
11753453,20.00
11753500,2.63
11753503,6.45
11753585,48.96
11753589,9.95
11753590,58.64
11753632,4.58
11753680,23.95
11753685,19.58
11753690,13.33
11753691,24.79
11753692,10.00
11753694,17.97
11753750,12.50
11753751,25.28
11753755,9.71
11753760,15.45
11753761,8.43
11753764,5.30
11753774,3.06
11753835,3.50
11753836,6.54
11753839,6.36
11753926,7.11
11753927,10.13
11753928,12.92
11753929,19.33
11753930,17.00
11753980,19.38
11753981,7.07
11753982,7.60
11753983,4.16
11753984,16.00
11753985,16.29
11753986,20.65
11753987,31.13
11753988,6.00
11753989,18.48
11753990,15.58
11753991,20.63
11753992,16.98
11754022,7.08
11754023,31.00
11754024,28.74
11754025,22.57
11754029,24.00
11754071,23.75
11754072,7.89
11754073,24.00
11754074,37.53
11754077,11.50
11754078,5.20
11754115,40.08
11754116,26.16
11754117,29.45
11754118,16.81
11754119,29.40
11754120,39.70
11754121,24.29
11754122,29.00
11754123,24.50
11754124,20.31
11754130,19.75
11754131,22.00
11754133,19.80
11754145,13.85
11754146,8.13
11754147,6.32
11754148,7.67
11754149,9.86
11754150,7.04
11754151,7.15
11754154,4.00
11754245,8.55
11754277,8.10
11754278,59.00
11754279,39.01
11754326,50.08
11754330,5.01
11754336,11.20
11754337,12.17
11754341,7.67
11754386,4.75
11754388,6.00
11754445,10.31
11754446,18.53
11754447,11.67
11754561,14.36
11754562,9.60
11754563,5.70
11754565,14.28
11754568,24.67
11754608,55.72
11754610,6.06
11754614,5.44
11754616,22.50
11754617,17.89
11754621,5.94
11754662,15.50
11754663,12.71
11754664,12.87
11754665,3.25
11754666,80.00
11754731,21.24
11754732,9.72
11754733,36.22
11754734,20.30
11754735,27.29
11754737,10.42
11754738,11.64
11754740,10.92
11754797,7.38
11754798,4.40
11754799,8.22
11754800,25.04
11754873,14.90
11754875,14.54
11754876,0.43
11754933,20.00
11754934,6.67
11754935,8.11
11754992,7.37
11754993,5.00
11754994,38.00
11754996,4.00
11755001,98.01
11755058,28.50
11755059,4.59
11755166,156.55
11755167,2.84
11755211,12.67
11755213,3.82
11755222,24.70
11755278,12.32
11755279,1.00
11755280,100.00
11755281,9.03
11755282,18.86
11755348,23.00
11755349,13.01
11755350,2.40
11755401,3.28
11755408,14.52
11755409,22.43
11755527,2.20
11755528,9.94
11755529,12.79
11755530,35.90
11755531,1.02
11755603,1.73
11755604,15.50
11755665,9.42
11755667,9.73
11755669,27.14
11755670,10.00
11755730,22.50
11755856,19.67
11755857,24.20
11756148,35.00
11756312,3.48
11756313,6.25
11756324,35.44
11756395,69.57
11756396,16.00
11756398,18.01
11756399,12.00
11756400,31.37
11756483,2.00
11756484,17.20
11756485,15.63
11756486,17.94
11756623,75.99
11756624,4.88
11756625,18.40
11756713,8.64
11756807,34.50
11756808,16.85
11756825,24.50
11756829,7.75
11756985,7.82
11757161,8.00
11757286,10.11
11757287,49.75
11757288,9.07
11757289,2.88
11757290,10.18
11757291,7.20
11757298,66.60
11757299,15.83
11757450,18.13
11757571,4.00
11757572,14.10
11757573,6.45
11757661,2.47
11757662,1.65
11757663,9.00
11757780,4.11
11757781,0.72
11757782,224.57
11757783,82.16
11757784,6.00
11757785,14.00
11757787,11.23
11757873,25.00
11757951,11.13
11758012,7.62
11758013,21.88
11758083,9.92
11758085,2.64
11758088,61.51
11758164,4.95
11758165,5.53
11758267,45.71
11758268,9.19
11758269,16.00
11758334,31.91
11758336,23.63
11758337,9.16
11758338,7.06
11758414,26.64
11758460,45.50
11758544,15.20
11758545,7.58
11758546,10.00
11758547,64.42
11758548,24.13
11758549,23.94
11758650,88.00
11758651,8.60
11758652,5.40
11758653,85.30
11758654,41.48
11758655,9.86
11758656,17.00
11758701,30.22
11758702,19.36
11758763,18.68
11758764,3.70
11758765,3.50
11758768,14.00
11758769,6.45
11758771,748.59
11758825,5.00
11758876,17.35
11758961,13.92
11758962,10.45
11758963,2.06
11758964,11.15
11758965,1.91
11758966,34.93
11758967,45.75
11758968,504.00
11758988,8.33
11758989,7.10
11759045,101.50
11759046,2.29
11759048,8.64
11759051,4.36
11759115,3.10
11759116,17.00
11759129,10.00
11759165,2.15
11759171,12.00
11759246,6.00
11759247,6.00
11759248,6.00
11759249,6.00
11759250,6.00
11759251,6.00
11759252,6.00
11759253,6.00
11759254,6.00
11759255,6.00
11759256,6.00
11759257,6.00
11759258,6.00
11759259,6.00
11759260,6.00
11759261,6.00
11759262,21.75
11759347,10.70
6340277,42.24
6340504,15.91
6341171,13.72
6341654,24.84
6341784,30.00
6341828,14.64
6342026,120.27
6345642,17.19
6345882,7.07
6346587,28.44
6346608,5.91
6348572,7.41
6350128,21.26
6350423,17.32
6351434,5.13
6351435,5.59
6351436,3.56
6351437,4.14
6351438,5.39
6351440,4.63
6351441,5.71
6351442,2.83
6351443,4.39
6351444,10.00
6351446,6.00
6351872,4.67
6351932,6.88
6354764,3.21
6357290,26.44
6357736,17.89
6391199,27.57
6403583,18.07
6405247,3.95
6412513,3.94
6418084,15.94
6418631,12.00
6429051,71.68
6432279,20.41
11552431,3.43
11553768,4.96
11554191,22.84
11575465,0.54
11583071,5.12
11595007,2.88
11596805,6.90
11596810,189.40
11596835,19.20
11596850,5.82
11596867,10.23
11596912,55.73
11597057,128.57
11597086,38.24
11597162,43.36
11597174,5.88
11597183,4.20
11597210,24.02
11597243,27.65
11597244,2.90
11597306,32.04
11597310,61.74
11597454,8.00
11597637,167.10
11597663,80.06
11597866,4.58
11597871,3.18
11597901,6.62
11598009,23.79
11598028,4.49
11598140,25.60
11598229,7.12
11598295,225.75
11598460,307.61
11598482,5.86
11598620,9.44
11598715,5.87
11598911,15.09
11598955,23.06
11599032,134.94
11599268,166.90
11599276,4.53
11600382,17.78
11600663,6.26
11600778,14.80
11601193,20.49
11601375,114.50
11601618,32.26
11601803,2.27
11602649,1.66
11603019,243.50
11603395,14.84
11603976,5.03
11604015,165.28
11604764,378.07
11604895,13.46
11605503,41.13
11605663,58.59
11605686,37.62
11605745,85.84
11605786,29.36
11606326,8.67
11606347,2.29
11606459,81.58
11606535,70.56
11606596,28.98
11606623,8.59
11614264,5.54
11615617,14.08
11617368,76.57
11617948,11.14
11619697,13.31
11619699,9.04
11619821,21.60
11623424,3.33
11628458,7.37
11630142,8.35
11633236,31.27
11633502,15.82
11634546,44.41
11634682,5.03
11635363,120.81
11636223,33.04
11636553,53.81
11638046,12.19
11638396,4.12
11639387,19.26
11640372,12.23
11641340,15.52
11642101,7.69
11644694,2.88
11645373,4.01
11646666,9.65
11647113,10.16
11649251,3.45
11650794,65.64
11651313,131.58
11655018,3.90
11655250,15.63
11655251,22.17
11655473,6.81
11655697,8.90
11658722,48.64
11659162,115.29
11661042,4.32
11663549,4.46
11663690,171.82
11665574,870.00
11670221,9.44
11672353,23.62
11676416,2.29
11676496,5.30
11677131,335.30
11678109,149.32
11678116,13.50
11678339,45.67
11678439,391.20
11678469,34.69
11678477,57.32
11678872,7.50
11679059,3.54
11679077,13.48
11680401,21.04
11680590,67.95
11682373,1.65
11682410,37.31
11682427,10.00
11682820,18.38
11682917,15.40
11683161,37.31
11685585,5.32
11685750,28.80
11688364,29.61
11688415,31.31
11691595,53.89
11696530,12.90
11696970,21.34
11697678,1.89
11697773,416.00
11700606,422.66
11700835,39.44
11700867,34.19
11704370,43.44
11704459,8.77
11705192,3.80
11706909,17.34
11707184,39.86
11707333,11.17
11709815,2.94
11710027,18.33
11710155,46.73
11710471,21.19
11711185,11.83
11711846,20.92
11713034,5.71
11714460,17.74
11718765,2.80
11721339,3.15
11721652,161.13
11721887,91.97
11721896,44.23
11721956,5.59
11722109,73.98
11722115,115.95
11723797,66.42
11725319,5.28
11727472,1380.00
11727689,1150.00
11728808,3.55
11729419,1.93
11729843,48.48
11729905,25.39
11730117,67.30
11732049,150.00
11732108,80.14
11734330,9.45
11734482,34.41
11734718,4.99
11735234,26.46
11735412,5.86
11735413,8.67
11737445,310.00
11738587,68.20
11738810,30.81
11740719,5.96
11741528,12.97
11741593,79.08
11741981,61.98
11743879,28.07
11743919,6.32
11745465,33.93
11745537,65.80
11745605,45.87
11746855,59.22
11747348,21.69
11747505,3.17
11748541,5.05
11750211,12.70
11750610,141.24
11750792,16.58
11751110,17.97
11751747,51.41
11753176,52.93
6345150,151.09
6347531,415.03
6347532,56.91
6348332,4.24
6349701,4.65
6350295,74.76
6352287,3.73
6352529,93.39
6355331,1.60
6356146,19.17
6397439,67.29
6407754,330.34
6414137,30.82
6422009,58.18
6432841,13.88
11558794,15.67
11583628,5.40
11594689,33.45
11656777,3.96
11660363,119.75
11660364,20.11
11660438,49.89
11670094,23.79
11670158,6.78
11670159,10.27
11670160,7.75
11670161,43.30
11670162,8.71
11670163,50.97
11670164,14.15
11670226,22.03
11670227,8.64
11670228,12.56
11670229,16.70
11670230,14.03
11670231,10.01
11676212,39.99
11676355,36.83
11682734,10.93
11682919,11.09
11684884,1.00
11685155,11.78
11688146,7.22
11692885,10.69
11693907,13.62
11695038,8.98
11695723,35.76
11703784,79.23
11704730,7.27
11709377,4.67
11711767,29.30
11711970,8.02
11713597,11.49
11713706,184.17
11714753,9.57
11714755,13.37
11715858,7.74
11722371,2486.19
11722709,12.90
11723508,887.82
11726917,2.40
11728171,11.33
11728400,332.74
11728888,13.61
11729783,22.15
11729793,7.36
11731772,12.75
11732152,11.99
11735011,43.33
11735182,20.94
11735376,17.25
11735670,8.44
11735880,15.07
11737348,16.80
11739291,215.77
11740324,9.14
11745409,26.50
11750669,7.99
11752128,1.40
11752514,10.34
11752862,32.90
11754343,2.62
11754389,4.55
11754615,47.82
11755536,14.16
11756826,15.47
11757163,11.26
11758090,33.26
6245166,9.00
6245169,4.99
6245171,3.18
6245178,1.96
6245179,1.62
6245180,2.10
6245181,4.78
6245182,4.87
6245183,3.68
6245185,2.74
6245187,1.53
6245189,23.76
6245190,2.15
6245191,0.97
6245192,2.40
6245193,11.32
6245194,1.87
6245196,2.74
6245197,4.06
6245198,3.72
6245199,1.98
6245201,2.22
6245208,1.70
6245209,1.48
6245214,1.64
6245215,5.76
6245216,0.35
6245217,2.24
6245218,1.66
6245219,13.34
6245220,0.32
6245229,3.75
6245230,2.01
6245232,8.18
6245236,0.53
6245248,2.50
6245250,52.52
6245251,376.59
6245255,0.78
6245256,0.66
6245257,0.97
6245258,3.16
6245259,10.96
6245260,30.06
6245262,3.86
6245263,134.00
6245265,2.52
6245268,2.88
6245270,2177.46
6245274,2.28
6245278,6.68
6245279,3.42
6245280,3.57
6245282,2.24
6245283,1.89
6245285,1.50
6245286,1.70
6245287,4.80
6245288,1.57
6245290,7.26
6245291,3.09
6245292,3.20
6245299,7.82
6245301,11.96
6245303,2.17
6245304,3.11
6245305,2.12
6245306,2.14
6245307,6.14
6245308,1.00
6245309,3.31
6245310,6.80
6245311,2.28
6245312,6.76
6245313,2.89
6245314,2.85
6245315,1.64
6245316,1.05
6245317,8.86
6245319,2.37
6245327,23.34
6245337,3.64
6245338,411.83
6245340,2.68
6245344,1.99
6245349,1.84
6245351,2.36
6245352,3.48
6245353,1.79
6245362,3.30
6245365,0.39
6245366,1.69
6245369,1.00
6245390,13.73
6245391,19.97
